juego,nombre,posicion,elemento,tiro,regate,tecnica,defensa,parada,velocidad,aguante,extra
IE2,Sid Safehouse,DF,fuego,59,67,59,71,71,57,64,58
IE2,Adam Ropes,PR,aire,62,56,62,62,62,77,67,66
IE2,Joaquine Downtown,DF,fuego,57,54,68,59,59,58,56,60
IE2,Milton Bindings,DF,aire,52,67,57,55,55,54,60,62
IE2,Spike Gleeson,DF,bosque,60,63,65,52,52,52,60,69
IE2,Sean Snowfield,MC,tierra,59,65,60,72,72,72,76,68
IE2,Kerry Bootgaiter,MC,aire,62,59,57,60,60,63,64,60
IE2,Maddox Rock,MC,bosque,56,60,61,54,54,61,53,65
IE2,Robert Skipolson,MC,bosque,56,52,62,53,53,68,54,55
IE2,Shawn Froste,DF,aire,72,71,68,64,64,68,69,53
IE2,Roland Climbstein,DL,aire,65,62,52,59,59,58,58,61
IE2,Quentin Rackner,DL,bosque,56,57,56,58,58,64,65,64
IE2,Trent Peggs,PR,tierra,60,60,59,66,66,57,66,78
IE2,Martin Ursus,DF,bosque,60,69,56,68,68,56,58,56
IE2,Pete Bogg,MC,fuego,60,54,69,57,57,60,53,58
IE2,Gem Strata,DF,fuego,56,57,52,53,53,60,53,60
IE2,Horace Onlign,DL,bosque,55,63,52,52,52,60,58,60
IE2,Shawn Froste,DL,aire,76,69,64,68,68,77,60,50
IE2,Shawn Froste,DL,aire,80,71,68,68,68,77,70,57
IE2,Crane Kik,PR,bosque,71,71,76,62,62,58,75,69
IE2,Parry Waxon,DF,aire,64,64,68,64,64,62,60,60
IE2,Bri Spark,DF,tierra,56,53,62,52,52,57,69,64
IE2,Max Fortune,DF,bosque,56,67,55,59,59,68,71,70
IE2,Brendan Water,DF,fuego,53,58,67,56,56,62,59,53
IE2,Junior Fardream,MC,bosque,58,53,70,62,62,60,66,63
IE2,Ian Telektual,MC,aire,60,57,62,52,52,61,69,56
IE2,Lee Dinglite,MC,bosque,57,52,70,61,61,56,68,64
IE2,Marshall Artz,DL,fuego,63,56,68,63,63,68,74,76
IE2,Tyke Wando,DL,bosque,60,56,65,61,61,70,58,55
IE2,Dirk Artz,DL,aire,77,55,68,57,57,72,52,71
IE2,Scott Banyan,DF,bosque,63,71,64,64,64,65,61,70
IE2,Earnest Bookworm,PR,aire,53,70,60,60,60,55,55,70
IE2,Ollie Gami,DF,bosque,62,57,59,58,58,57,60,58
IE2,Roman Kandel,MC,fuego,60,61,54,52,52,57,58,60
IE2,Don Ation,DL,aire,69,60,54,57,57,52,56,57
IE2,Scott Banyan,DF,bosque,76,82,82,59,59,64,72,80
IE2,Rowan Beltzer,DF,aire,60,62,63,60,60,64,69,58
IE2,Blade Healen,DF,tierra,53,56,70,60,60,62,63,62
IE2,Argie Bargie,DF,bosque,76,60,62,64,64,64,79,60
IE2,Lee Bamboo,DF,fuego,68,62,68,69,69,62,59,62
IE2,Eton Messer,MC,bosque,60,63,70,52,52,68,56,67
IE2,Jonah Spark,MC,tierra,62,64,61,62,62,70,63,74
IE2,Sue Sparrow,MC,aire,57,63,64,54,54,62,59,60
IE2,Riley Jamm,DL,bosque,70,55,64,64,64,60,69,60
IE2,Caleb Stonewall,MC,fuego,75,60,78,60,60,64,66,69
IE2,Jimbo Cellar,PR,bosque,52,76,56,72,72,54,63,68
IE2,Zenn Wildhorse,DL,aire,60,57,61,61,61,60,56,64
IE2,Dawson Little,DF,aire,73,54,61,54,54,65,60,53
IE2,Cosimo Beck,MC,bosque,59,52,63,60,60,61,52,68
IE2,Maston Color,MC,tierra,68,53,59,64,64,53,66,69
IE2,Darren LaChance,PR,bosque,60,76,66,79,79,56,71,64
IE2,Drancis Fake,DF,aire,55,56,60,55,55,60,60,60
IE2,Mick Mishap,DF,bosque,60,60,53,60,60,59,66,60
IE2,Louis Leave,DF,fuego,69,63,60,70,70,60,64,52
IE2,Maurice Badgame,DF,tierra,73,66,52,60,60,57,65,71
IE2,Cannon Random,MC,fuego,53,62,60,53,53,68,63,55
IE2,Ulric Richmen,MC,bosque,62,61,59,55,55,57,61,58
IE2,Dave Fate,DL,tierra,54,64,54,56,56,70,62,61
IE2,Spencer Duskplay,MC,aire,77,52,62,57,57,52,64,53
IE2,Jonathan Luckyman,DL,bosque,65,62,62,71,71,69,61,64
IE2,Joe Poker,DL,fuego,54,62,63,55,55,67,55,64
IE2,Wiley Cracker,PR,fuego,52,64,56,66,66,60,56,56
IE2,Mark Failing,DL,bosque,61,61,56,57,57,54,54,55
IE2,Alton Cotts,MC,tierra,60,68,62,71,71,54,68,71
IE2,Mike Passing,DL,aire,52,56,71,57,57,68,57,63
IE2,Knowle Bathers,PR,aire,59,59,52,58,58,59,71,62
IE2,Rocky Black,PR,fuego,76,72,52,76,76,50,72,72
IE2,Chad Taylor,DF,aire,61,55,60,53,53,58,61,57
IE2,Victor Hills,DF,tierra,68,61,64,71,71,52,60,68
IE2,Hurley Kane,DF,aire,72,70,71,73,73,71,71,65
IE2,Hector Redding,DF,fuego,62,57,63,54,54,56,62,56
IE2,Mackenzie Fordline,MC,aire,60,57,53,56,56,61,53,60
IE2,Cadence Soundtown,MC,bosque,61,56,62,62,62,60,63,60
IE2,Dora Delight,MC,fuego,59,60,53,55,55,52,59,60
IE2,Tom Contented,MC,tierra,64,60,69,52,52,54,59,59
IE2,Joston Easton,DL,aire,61,67,60,66,66,68,64,55
IE2,Spring Millpond,DL,aire,59,63,76,60,60,77,57,55
IE2,Gaston Cooley,PR,aire,57,63,52,64,64,59,59,66
IE2,Bevan Breakfast,DF,bosque,58,66,71,62,62,61,52,70
IE2,Jack Griddle,MC,fuego,60,53,58,56,56,61,62,61
IE2,Stan Andagi,MC,tierra,65,52,58,61,61,56,68,69
IE2,Coral Talent,DL,aire,63,52,57,63,63,65,58,60
IE2,Daisy Fields,PR,fuego,60,61,70,67,67,69,52,71
IE2,Alexia Sand,DF,bosque,61,56,61,65,65,60,52,52
IE2,Hellen Hearth,DF,bosque,63,52,56,55,55,60,55,57
IE2,Rose Pinkpetal,DF,bosque,52,60,68,60,60,66,52,52
IE2,Esther Greenland,DF,fuego,62,67,60,58,58,68,52,63
IE2,Bela Bluebells,MC,aire,56,55,64,63,63,61,63,59
IE2,Natalie Sunrise,MC,bosque,57,58,63,57,57,67,60,58
IE2,Hillary Bush,MC,aire,63,66,59,71,71,53,60,54
IE2,Mary Moor,MC,tierra,56,65,58,56,56,66,54,69
IE2,Suzette Hartland,DL,bosque,62,65,70,62,62,68,60,64
IE2,Lily Willow,DL,bosque,67,64,62,63,63,53,56,61
IE2,Dell Closeout,PR,tierra,52,60,52,60,60,55,58,52
IE2,Amy Spires,DF,bosque,54,55,56,55,55,52,60,52
IE2,Peony Cash,MC,fuego,52,58,60,52,52,58,62,68
IE2,Gayle Revel,MC,bosque,71,64,60,56,56,64,63,70
IE2,Janine Brook,PR,fuego,62,70,63,62,62,61,57,58
IE2,Colin Binder,MC,fuego,58,61,79,52,52,55,59,79
IE2,Larry Pogue,DL,bosque,79,67,58,68,68,52,56,57
IE2,Rob Cardson,DF,fuego,77,68,69,79,79,62,78,60
IE2,Ken Mayfield,DF,bosque,79,62,53,79,79,63,63,56
IE2,Casey Leather,MC,aire,56,62,79,76,76,52,79,60
IE2,Ethan Swallow,MC,aire,57,53,60,60,60,79,74,71
IE2,Bob Daruma,MC,tierra,52,52,50,52,52,68,79,79
IE2,Mitch Blackston,DL,fuego,77,69,61,56,56,64,57,78
IE2,Aurelia Dingle,MC,bosque,42,48,79,63,63,71,47,42
IE2,Canon Evans,DL,aire,60,79,64,79,79,70,72,77
IE2,Syon Blaze,DL,fuego,70,60,76,67,67,72,64,68
IE2,Thor Stoutberg,DL,aire,71,62,68,75,75,68,71,68
IE2,Nelly Raimon,DL,fuego,79,51,45,52,52,44,49,62
IE2,Celia Hills,MC,aire,48,54,69,45,45,69,51,70
IE2,Silvia Woods,PR,tierra,44,72,52,69,69,51,64,68
IE2,Hidetoshi Nakata,MC,tierra,72,80,85,72,72,74,81,82
IE2,Curtis Croon,DF,fuego,68,55,52,64,64,31,68,28
IE2,Georgio Plumber,DL,aire,67,68,58,56,56,58,69,64
IE2,Vince Firewall,DF,bosque,68,56,57,60,60,51,71,56
IE2,Roy Diggins,DF,bosque,52,60,52,58,58,60,52,59
IE2,Quill Inker,MC,fuego,60,59,52,60,60,58,61,56
IE2,Bertram Manning,MC,aire,57,66,60,61,61,75,76,67
IE2,Laura Quilter,MC,aire,52,64,79,55,55,61,65,66
IE2,Des Igner,DF,bosque,44,49,46,52,52,50,55,54
IE2,Jarmon Fisk,DF,tierra,52,61,50,66,66,60,60,61
IE2,Hugh Tinter,PR,tierra,76,66,65,71,71,42,78,70
IE2,Tim Pression,PR,fuego,40,32,29,69,69,64,52,57
IE2,Claire Taker,DF,fuego,48,50,48,52,52,52,48,52
IE2,Heath Planner,DF,bosque,40,54,57,53,53,70,67,53
IE2,Pace Keeping,DF,tierra,52,56,57,53,53,60,60,52
IE2,Arthur Easley,DF,tierra,59,56,69,54,54,58,56,78
IE2,Carl Rhodes,DF,aire,55,60,49,63,63,44,63,44
IE2,Eugene Conwell,DL,bosque,56,63,56,53,53,60,48,52
IE2,Arnan Wheelie,MC,fuego,54,54,56,63,63,57,58,55
IE2,Stu Boilin,DF,aire,56,63,63,60,60,53,53,62
IE2,Marvin Reading,PR,fuego,70,52,53,36,36,55,56,79
IE2,Callie Graffy,DF,fuego,55,62,47,71,71,60,62,58
IE2,Ant Anomy,MC,aire,68,60,65,65,65,70,63,60
IE2,Laurie Nowlin,DF,aire,49,53,52,44,44,53,55,47
IE2,Lucille Strummon,DF,aire,66,60,63,64,64,28,64,55
IE2,Leon Hotair,DL,aire,55,58,63,63,63,52,52,53
IE2,John Bleach,DL,fuego,44,52,62,56,56,65,54,53
IE2,Carey Filling,DF,bosque,40,47,48,43,43,42,48,48
IE2,Conn Fuchus,PR,fuego,75,68,69,79,79,45,72,64
IE2,Iain Igma,DF,aire,63,60,60,60,60,52,60,60
IE2,Carrie O'Kea,DF,bosque,54,52,52,47,47,44,52,52
IE2,Ebirina,MC,bosque,45,56,66,49,49,52,56,53
IE2,Stuart Leafe,DL,bosque,55,52,55,56,56,63,60,54
IE2,Cole Stoaker,PR,tierra,49,34,34,52,52,79,53,53
IE2,Justin Primm,PR,aire,50,53,54,52,52,62,67,54
IE2,Mark Smudge,PR,bosque,56,71,45,68,68,60,64,52
IE2,Travis Borer,MC,aire,62,63,68,68,68,71,60,29
IE2,Anton Donce,MC,aire,53,56,42,72,72,42,58,61
IE2,Chase Spoor,MC,aire,64,57,62,60,60,52,64,52
IE2,George Barros,DL,aire,62,76,64,76,76,65,66,68
IE2,Olivia Baker,MC,bosque,59,60,78,59,59,60,67,66
IE2,Gem Shorn,PR,tierra,73,72,76,79,79,56,72,71
IE2,Lou Daguerre,DF,tierra,52,56,51,46,46,44,61,53
IE2,Ollie Tuckney,MC,tierra,52,60,76,56,56,70,60,68
IE2,Manuel Kinart,MC,aire,50,63,52,62,62,77,63,57
IE2,Skip Vinall,PR,fuego,70,66,64,75,75,51,79,60
IE2,Junior Gambit,MC,aire,49,60,58,55,55,79,57,59
IE2,Florian Fauna,DL,aire,63,79,61,54,54,60,77,59
IE2,Clark Tappen,PR,aire,40,56,62,61,61,62,64,56
IE2,Ryan O'Laugh,DF,aire,54,57,56,55,55,58,58,60
IE2,Rod Sweeper,DL,aire,63,60,62,68,68,52,61,56
IE2,Reg Strimmer,DF,tierra,60,57,58,60,60,63,68,58
IE2,Will Ramin,DF,fuego,41,61,52,58,58,70,63,56
IE2,Andy Fudge,DL,fuego,68,78,76,65,65,44,73,63
IE2,Tate Immy,MC,aire,68,46,68,40,40,62,68,48
IE2,Gerald Pourer,MC,fuego,63,60,35,60,60,36,79,58
IE2,Nate Checker,MC,aire,62,62,60,68,68,76,61,61
IE2,Bomber Pikes,PR,aire,49,61,64,53,53,56,62,60
IE2,Gary Burdine,DF,tierra,71,70,69,72,72,76,36,73
IE2,Chloe Glazier,DF,aire,48,62,67,76,76,59,58,53
IE2,Reed Harpen,MC,bosque,64,55,56,65,65,48,68,52
IE2,Beat Scatton,MC,bosque,52,51,48,60,60,65,61,60
IE2,Al Itchen,MC,tierra,55,54,59,53,53,64,68,63
IE2,Rock Poulon,PR,aire,52,68,50,63,63,52,64,62
IE2,Beau Hammock,MC,tierra,60,61,59,60,60,55,63,54
IE2,Clef Bassett,MC,fuego,44,55,62,57,57,68,60,61
IE2,Ovie Whisker,DF,fuego,72,57,66,40,40,55,52,58
IE2,Bill Clanger,DF,tierra,73,60,60,62,62,54,55,56
IE2,Mary Cramer,MC,bosque,29,47,45,50,50,60,49,40
IE2,Ralph Vance,DL,fuego,61,69,74,54,54,65,66,63
IE2,Ray Bowing,DL,aire,61,69,66,70,70,60,65,66
IE2,Vick Pointer,DL,aire,68,60,53,57,57,61,61,62
IE2,Skip Docker,PR,bosque,76,71,70,70,70,50,68,62
IE2,Becky Shuffle,DL,bosque,68,72,70,68,68,48,68,69
IE2,Esther Egerer,DL,bosque,75,52,57,63,63,52,61,68
IE2,Mia Pitchford,DF,aire,62,68,47,67,67,55,60,54
IE2,Philippa Konik,MC,bosque,65,65,63,66,66,68,29,66
IE2,Amy Stinger,DF,fuego,44,61,63,48,48,63,57,52
IE2,Nancy Polearm,DF,aire,60,69,63,68,68,69,70,64
IE2,Sally Tare,MC,aire,57,56,49,45,45,44,61,61
IE2,Anna Bugeisha,DL,aire,60,43,41,60,60,74,64,68
IE2,Stu Hoofer,DF,bosque,56,64,76,52,52,63,62,68
IE2,Coe Dachy,PR,aire,62,59,60,66,66,48,64,63
IE2,Flip Sliden,DL,aire,56,67,64,64,64,74,69,66
IE2,Jesse Spiller,DF,bosque,68,66,56,61,61,56,67,71
IE2,Kate Later,DF,fuego,50,60,70,43,43,61,62,57
IE2,Clara Tompkins,DF,aire,68,36,41,32,32,40,61,58
IE2,Betty Backer,DL,bosque,53,73,70,70,70,48,68,69
IE2,Thomas Worth,PR,tierra,69,60,69,67,67,65,69,68
IE2,Brenda Brandish,DL,aire,68,61,60,64,64,31,64,55
IE2,Isla Pullens,PR,tierra,79,65,60,79,79,49,68,68
IE2,Bob Jammen,PR,fuego,79,67,71,73,73,29,79,68
IE2,Hank Cranker,DL,tierra,57,67,44,69,69,52,60,55
IE2,Prunella Keep,DL,fuego,57,52,55,59,59,53,61,58
IE2,Jimmy Brim,DF,tierra,43,44,63,51,51,46,50,53
IE2,Verity Soliz,MC,aire,44,60,60,51,51,60,62,57
IE2,Yve Dunbar,PR,fuego,55,70,65,76,76,60,79,79
IE2,Cat Selima,MC,tierra,63,68,57,60,60,57,70,53
IE2,Aurie Garmer,MC,aire,56,66,44,70,70,52,65,56
IE2,Lana Service,DF,aire,62,77,66,74,74,66,62,71
IE2,Claire Voyant,MC,bosque,64,69,66,68,68,66,60,61
IE2,Algy Kelp,MC,bosque,62,68,48,65,65,60,62,56
IE2,Ann Taisie,DL,bosque,71,64,68,67,67,65,63,70
IE2,Kelly Scrivens,MC,bosque,61,56,52,52,52,54,60,52
IE2,Fern Mycota,DF,fuego,58,55,52,57,57,49,57,48
IE2,Lara Creamer,MC,aire,51,59,60,40,40,58,56,56
IE2,Kim Knotted,MC,aire,45,59,56,62,62,68,57,60
IE2,Nina Trowel,DF,tierra,61,53,46,45,45,40,56,54
IE2,Harriet Reaching,PR,aire,60,65,67,64,64,62,62,65
IE2,Sadey Stewer,MC,bosque,61,57,62,54,54,60,63,56
IE2,June Stagner,DF,fuego,55,56,61,59,59,61,65,60
IE2,Lacey Threader,MC,aire,52,48,49,64,64,71,71,64
IE2,Marcy Laise,MC,bosque,62,56,60,54,54,60,68,60
IE2,Bella Shaded,PR,fuego,73,71,64,68,68,54,74,71
IE2,Walter Trope,DF,bosque,69,70,60,77,77,68,76,60
IE2,Flora Summars,DL,bosque,62,65,63,71,71,53,52,58
IE2,Lucia Ander,MC,fuego,55,58,60,60,60,56,52,63
IE2,Rosy Roker,DF,bosque,46,54,63,55,55,69,69,63
IE2,Pam Vision,DF,aire,61,71,61,71,71,70,70,68
IE2,Ruth Karnes,MC,bosque,61,63,53,63,63,61,73,60
IE2,Rose Bedd,MC,fuego,70,59,53,70,70,45,60,52
IE2,Bailey Sitter,DL,aire,63,64,53,56,56,56,69,62
IE2,Adel Tactor,DF,aire,66,60,63,64,64,32,64,75
IE2,Emma Barres,DF,aire,45,50,47,55,55,45,53,54
IE2,Orpah Talkington,DL,bosque,52,44,43,71,71,69,68,64
IE2,Sable Tatter,DL,fuego,60,64,64,64,64,70,68,69
IE2,Shu Maimai,MC,bosque,70,53,60,68,68,32,64,79
IE2,Sym Copate,MC,bosque,71,75,63,76,76,71,72,68
IE2,Jerry Bateman,DL,bosque,53,51,51,52,52,71,52,56
IE2,Fonda Katz,MC,bosque,62,53,60,62,62,58,59,59
IE2,Beck Hand,DL,aire,56,60,70,68,68,72,72,71
IE2,Sandra Mudd,DL,bosque,47,62,70,44,44,56,61,61
IE2,Alexis Watchorn,DL,bosque,46,48,41,59,59,66,59,54
IE2,Pete Manter,MC,tierra,63,62,72,56,56,54,55,52
IE2,Chris Country,MC,aire,52,45,44,68,68,68,60,71
IE2,Paul Steed,DF,tierra,71,76,72,64,64,48,68,68
IE2,Ben Whistler,DF,tierra,53,42,43,60,60,71,60,54
IE2,Roman Blac,DF,fuego,60,76,60,68,68,68,64,62
IE2,Lewis Brownie,DF,aire,61,69,63,79,79,64,72,64
IE2,Connor Seuer,MC,fuego,62,61,70,66,66,60,60,60
IE2,Kaya Haskell,DL,bosque,69,61,52,66,66,39,64,52
IE2,Minnie Stratio,PR,tierra,40,55,65,50,50,52,57,56
IE2,Elegance Stuckon,DL,tierra,54,68,44,67,67,56,68,55
IE2,Odette Musetta,PR,bosque,64,55,61,60,60,44,62,53
IE2,Gertrude Choker,PR,tierra,52,59,54,52,52,60,57,54
IE2,Polly Targest,MC,fuego,55,66,59,71,71,53,52,55
IE2,Odessa Ryder,MC,aire,52,57,58,56,56,52,60,56
IE2,Robyn Weaver,PR,tierra,52,47,49,49,49,52,52,48
IE2,Tess Masters,DL,aire,67,56,54,60,60,41,62,61
IE2,Cale Sticklin,DL,tierra,59,60,61,68,68,55,61,58
IE2,Farris Stickman,DF,aire,56,66,60,60,60,56,60,56
IE2,Tim Personator,MC,bosque,66,56,56,68,68,47,70,60
IE2,Sherlock Sagers,PR,bosque,68,54,52,69,69,28,68,60
IE2,Ryan Haywood,DF,fuego,54,53,52,55,55,56,52,53
IE2,Osier Twining,DF,tierra,47,44,47,52,52,63,59,63
IE2,Rock Scowlon,DF,aire,48,47,40,60,60,64,56,57
IE2,Al Stringer,DF,fuego,52,54,52,57,57,52,61,52
IE2,Bill Fierce,MC,bosque,64,60,53,61,61,53,62,55
IE2,Rob Otts,PR,tierra,43,46,45,44,44,44,41,43
IE2,Chad Jowell,PR,tierra,72,62,63,61,61,60,60,55
IE2,Egon Omercer,PR,aire,76,68,52,60,60,52,64,71
IE2,Luis Springs,PR,tierra,56,52,55,53,53,58,63,79
IE2,Bruce Barkley,DL,fuego,78,77,55,68,68,70,76,77
IE2,Chip Spacek,PR,tierra,70,69,69,77,77,47,73,62
IE2,Mason Tirell,DF,fuego,54,60,55,60,60,63,62,62
IE2,Dale Riverhead,PR,bosque,71,64,60,64,64,65,71,62
IE2,Adelpha Lovelace,DF,aire,71,68,65,72,72,67,60,67
IE2,Egon Timing,MC,tierra,51,54,48,52,52,42,51,43
IE2,Tony Frogge,DL,fuego,54,60,45,46,46,52,56,56
IE2,Fred Punch,DF,fuego,50,68,74,68,68,60,57,52
IE2,Hannibal Whipp,DF,bosque,41,62,64,40,40,55,58,63
IE2,Luke Severin,MC,fuego,56,62,56,52,52,57,62,63
IE2,Harry Keenan,DL,fuego,67,68,67,79,79,71,71,62
IE2,Nick Uman,DL,fuego,70,60,56,60,60,55,60,53
IE2,Mac Robat,DL,bosque,61,76,58,71,71,70,78,65
IE2,Ace Slider,PR,tierra,72,67,64,73,73,48,68,68
IE2,Olivia Twist,DL,aire,71,60,55,56,56,55,64,68
IE2,Wiley Blinks,DL,fuego,54,64,35,61,61,33,55,60
IE2,Shona Shopbell,PR,aire,76,64,62,60,60,62,64,60
IE2,Crystal Clears,DL,bosque,54,60,62,56,56,71,59,54
IE2,Beata Pummel,DL,fuego,29,64,62,61,61,68,71,70
IE2,Aya Strand,PR,bosque,71,61,64,68,68,64,69,68
IE2,Tara Gaudier,DF,fuego,64,73,63,68,68,60,72,63
IE2,James Hearson,MC,bosque,44,49,44,41,41,45,51,40
IE2,Anne Somnia,DF,bosque,44,52,52,60,60,67,60,52
IE2,Pearl Wann,DF,fuego,49,59,58,62,62,78,56,57
IE2,Hugh Dunnit,PR,tierra,76,68,67,78,78,44,72,65
IE2,Steve Squander,DL,fuego,77,63,36,67,67,28,64,76
IE2,Lehman Rind,MC,bosque,40,54,68,45,45,58,59,58
IE2,Ian Fantile,DF,fuego,51,36,30,53,53,76,60,53
IE2,Zach Putter,MC,fuego,59,52,54,56,56,54,52,58
IE2,Juan Word,PR,fuego,60,56,45,48,48,52,52,57
IE2,Alex Copple,PR,tierra,72,71,68,69,69,68,64,67
IE2,Jan Jared,DF,fuego,59,54,52,59,59,45,53,50
IE2,Bigsby Pigford,DL,aire,56,53,51,64,64,68,60,68
IE2,Erica Hogland,DL,bosque,44,59,66,53,53,52,52,57
IE2,Ramona Wriston,MC,tierra,60,71,65,60,60,39,49,62
IE2,Mark Izushy,PR,tierra,79,64,61,77,77,51,69,70
IE2,Vince Tinct,PR,aire,76,70,61,56,56,60,69,68
IE2,Daryl Floor,DL,fuego,70,60,60,52,52,63,71,52
IE2,Becca Pilgreen,DF,bosque,64,76,60,74,74,68,66,71
IE2,Langley Span,DF,tierra,56,64,54,69,69,57,61,63
IE2,Swithin Sainte,MC,aire,52,62,52,61,61,57,62,56
IE2,Dan Cawarry,DL,fuego,69,53,52,63,63,56,62,71
IE2,Hans Freesing,DF,aire,68,71,76,65,65,44,73,65
IE2,Peter Fakhoury,MC,aire,50,52,57,63,63,79,60,63
IE2,Steve Sancey,MC,bosque,68,69,72,70,70,73,33,78
IE2,Michael Gibe,DF,bosque,56,62,63,52,52,72,53,63
IE2,Skeet Blaston,MC,tierra,57,53,56,63,63,55,56,61
IE2,Achilles Chinner,PR,tierra,61,63,61,70,70,68,69,68
IE2,Scott Tickle,DF,tierra,56,71,44,64,64,55,61,53
IE2,Junior Cage,DF,bosque,42,59,58,60,60,79,55,63
IE2,Terry Namby,DL,tierra,49,41,42,47,47,40,45,46
IE2,Joe Chugger,DF,fuego,64,77,66,73,73,65,66,63
IE2,Sonny Cinders,DF,aire,73,55,46,47,47,46,55,54
IE2,Cash Winfall,DF,fuego,45,56,67,50,50,56,53,53
IE2,Lou Fauntleroy,MC,tierra,57,67,68,61,61,72,68,71
IE2,Carol Chanter,DF,fuego,46,61,54,54,54,64,60,52
IE2,Guy Kogan,DF,aire,60,76,74,60,60,46,69,60
IE2,Max Motto,MC,bosque,63,55,57,56,56,54,55,56
IE2,Perry Postiche,PR,fuego,70,59,56,61,61,56,55,57
IE2,Nelson Levene,DF,tierra,60,59,52,64,64,51,62,56
IE2,Kurt Sermons,PR,tierra,78,67,60,74,74,53,69,64
IE2,Ed Hartsell,DF,aire,61,61,58,62,62,52,64,58
IE2,Chester Takes,MC,bosque,60,68,63,68,68,59,52,56
IE2,Curtis Rebell,DL,fuego,56,61,74,62,62,60,62,68
IE2,Cody Fink,MC,bosque,57,67,62,66,66,70,78,65
IE2,Siria Chattsley,DL,fuego,64,72,61,69,69,67,60,68
IE2,Darren Catt,DL,aire,68,58,53,61,61,40,67,60
IE2,Garry Planer,PR,tierra,52,54,63,54,54,62,54,60
IE2,Glenn Broth,DF,aire,55,60,52,61,61,60,52,56
IE2,Harry Angue,DF,aire,53,68,53,61,61,57,69,59
IE2,Benny Terra,MC,bosque,35,32,29,44,44,56,40,72
IE2,Jasmine Veile,DL,fuego,72,60,70,72,72,52,72,65
IE2,Belle Allure,MC,aire,62,55,44,62,62,72,66,69
IE2,Doug Lapp,DF,tierra,66,76,62,76,76,67,64,70
IE2,Eric Motter,PR,tierra,49,53,60,79,79,53,54,59
IE2,Gyll Netters,DL,aire,40,38,36,60,60,60,61,76
IE2,Farrah Fairway,DL,fuego,54,62,52,59,59,63,52,60
IE2,Jess Winkles,DL,tierra,61,69,70,69,69,68,65,71
IE2,Barbara Clector,DF,tierra,44,57,59,53,53,71,52,63
IE2,Marilyn Henshaw,PR,tierra,68,66,71,74,74,49,75,60
IE2,Nancy Pickney,DF,bosque,56,60,51,41,41,49,54,63
IE2,Clay Turnor,PR,fuego,76,68,60,71,71,44,78,65
IE2,Horace Shlock,DL,fuego,53,63,61,52,52,57,52,53
IE2,Sabrina Passman,DL,tierra,78,70,67,71,71,53,69,70
IE2,Harpo Thermier,MC,aire,56,52,59,70,70,53,62,59
IE2,August Dyers,MC,fuego,70,61,62,66,66,70,62,60
IE2,Nev Puffer,DF,bosque,58,68,70,52,52,70,65,64
IE2,Elata Mighty,DF,fuego,63,76,64,79,79,68,69,66
IE2,Ben Danna,DL,fuego,60,72,57,75,75,69,71,62
IE2,Elsa Roamer,DL,tierra,28,48,52,37,37,40,40,48
IE2,Archy Seago,DL,aire,66,64,79,57,57,56,61,64
IE2,Erhardt Knead,DF,tierra,48,33,38,53,53,79,38,54
IE2,Lynne Mandel,MC,tierra,63,60,59,59,59,59,63,54
IE2,Craig Placid,DL,fuego,61,63,57,63,63,57,58,79
IE2,Leon Morcey,DF,tierra,62,72,58,70,70,66,76,65
IE2,Dom Edarry,MC,tierra,57,54,56,52,52,59,52,60
IE2,Jay Asher,DF,tierra,69,70,73,63,63,49,69,60
IE2,Toby Cohill,DF,fuego,61,52,52,54,54,58,59,76
IE2,Nolene Ider,MC,bosque,53,56,54,60,60,62,68,55
IE2,Hoots Knightly,DF,aire,69,76,52,70,70,65,74,63
IE2,Bash Beaton,DL,tierra,60,77,70,68,68,67,68,68
IE2,Terry Toolan,DL,aire,55,63,54,60,60,56,61,78
IE2,Callum Biddy,MC,tierra,43,44,66,44,44,65,51,53
IE2,Alan Sumner,DF,tierra,44,68,76,79,79,77,68,72
IE2,Trixy Wonder,MC,aire,63,60,62,55,55,63,59,59
IE2,Colet First,DF,bosque,61,52,55,60,60,60,58,52
IE2,Mac Gabbon,DL,bosque,79,52,61,52,52,54,63,58
IE2,Tip Bolster,DF,fuego,44,60,70,46,46,58,55,52
IE2,Draco Scallon,DL,aire,56,52,57,52,52,61,56,56
IE2,Sofia Brashier,DL,fuego,61,68,61,78,78,71,64,68
IE2,Tam Boyish,MC,aire,62,68,71,60,60,70,60,62
IE2,Mat Halled,DF,fuego,64,75,60,72,72,66,62,67
IE2,James Strang,DL,fuego,49,53,60,60,60,60,78,56
IE2,Ian Watchen,MC,bosque,55,70,61,67,67,72,72,60
IE2,Rose Snelgrove,DF,aire,55,57,51,44,44,51,59,54
IE2,Bert Emmerson,DL,fuego,40,63,72,45,45,55,56,52
IE2,Irving Gusher,DL,aire,76,66,63,60,60,71,60,71
IE2,Lionel Silent,PR,fuego,76,71,58,56,56,60,63,60
IE2,Owen Rage,DF,tierra,46,64,51,48,48,44,51,43
IE2,Alice Nutty,DF,fuego,67,54,52,52,52,54,64,52
IE2,Conrad Jacket,MC,tierra,58,75,69,71,71,78,55,52
IE2,Hilda Bronski,DL,fuego,66,60,60,64,64,46,62,55
IE2,Clint Peacock,MC,tierra,63,52,63,55,55,55,55,58
IE2,Pace Maker,DL,fuego,64,56,60,70,70,34,61,60
IE2,Vanity Percy,PR,tierra,62,52,62,71,71,42,66,61
