ID,Name(Romaji),Name(Localised),Nickname,Gender,Game,Type,Position,Alt Position,Element,Preferred Playstyle,First 3 Moves Learnt,Kick,Control,Technique,Pressure,Physical,Agility,Intelligence,Total Stats,Main Path,Alternate Paths
1,Mamoru Endo,Mark Evans,円堂,男 (Male),イナズマイレブン,選手 (Player),GK,FW,山 (Mountain),Justice,Strong Punch | God Hand | Fireball Knuckle,90.0,97.0,91.0,98.0,105.0,111.0,97.0,689,Keep > Keep,Keep > Keep | Shoot > Shoot
603,Seigo Aoba,Chris Miles,青葉,男 (Male),イナズマイレブン,選手 (Player),MF,DF,林 (Forest),Bond,Shoulder Tackle | Deceptor Dribble | Clone Defence,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Defense > Offense,Offense > Offense | Defense > Defense
604,Zoroku Kashin,Shemmy Ramis,花神,男 (Male),イナズマイレブン,選手 (Player),MF,DF,山 (Mountain),Rough Play,Feint Play | Bewildered | Iron Wall,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Defense > Offense,Offense > Offense | Defense > Defense
605,Koshimitsu Niigata,Lon Grainger,新潟,男 (Male),イナズマイレブン,選手 (Player),GK,MF,火 (Fire),Justice,Power Catch | Lightning Bolt | Double Rocket,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Keep > Offense,Keep > Keep | Offense > Offense
606,Atomu Mani,Manny Atom,満仁,男 (Male),イナズマイレブン,選手 (Player),FW,MF,火 (Fire),Rough Play,Chip Shot | Double Touch | Utter Gutsiness Bat,111.0,108.0,98.0,87.0,85.0,80.0,96.0,665,Shoot > Offense,Shoot > Shoot | Offense > Offense
607,Tsukihiko Nishi,Bill Tardy,西,男 (Male),イナズマイレブン,選手 (Player),GK,DF,山 (Mountain),Justice,Curving Cut | Temporal Wall | Stone Prison,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Defense > Keep,Keep > Keep | Defense > Defense
608,Ikuo Jimu,Fox Copier,寺務,男 (Male),イナズマイレブン,選手 (Player),FW,DF,林 (Forest),Justice,Shoulder Tackle | Astro Break | Shadow Stitch,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Defense > Shoot,Shoot > Shoot | Defense > Defense
609,Taro Tanaka,Cletus Badden,田中,男 (Male),イナズマイレブン,選手 (Player),MF,FW,風 (Wind),Counter,Low Drive | Flurry Dash | The Typhoon,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Shoot > Offense,Offense > Offense | Shoot > Shoot
610,Haruhiko Satsuki,Skip Sofrenic,五月,男 (Male),イナズマイレブン,選手 (Player),MF,DF,山 (Mountain),Breach,Feint Play | Kangaroo Kick | Bamboo Pattern,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Defense > Offense,Offense > Offense | Defense > Defense
611,Hisashi Shizuoka,Mat Char,静岡,男 (Male),イナズマイレブン,選手 (Player),FW,MF,林 (Forest),Rough Play,Dust Kick | Astro Break | Clone Faker,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
612,Shigeharu Ueki,Trey Cultivator,植木,男 (Male),イナズマイレブン,選手 (Player),DF,MF,林 (Forest),Counter,Deceptive Step | Killer Slide | Clone Faker,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Offense > Defense,Defense > Defense | Offense > Offense
613,Seiji Nanairo,Vinny Trioquist,七色,男 (Male),イナズマイレブン,選手 (Player),FW,MF,山 (Mountain),Breach,Dust Kick | Tarzan Kick | Mole Fake,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
614,Yu Ogami,Oscar Esher,屋上,男 (Male),イナズマイレブン,選手 (Player),GK,DF,風 (Wind),Tension,Rolling Steal | Procyon Net | The Tower,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Defense > Keep,Keep > Keep | Defense > Defense
615,Aoi Mitsuha,Saul Searcher,みつば,男 (Male),イナズマイレブン,選手 (Player),DF,MF,風 (Wind),Bond,Shoulder Tackle | Zigzag Spark | Whirlwind Force,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Offense,Defense > Defense | Offense > Offense
616,Mamoru Kubota,Gerry Attrick,窪田,男 (Male),イナズマイレブン,選手 (Player),DF,MF,山 (Mountain),Counter,Deceptive Step | Gravitation | Three-Legged Rush,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Offense > Defense,Defense > Defense | Offense > Offense
617,Tetsuya Tokieda,Adam Icklock,時枝,男 (Male),イナズマイレブン,選手 (Player),GK,MF,火 (Fire),Counter,Heel Flick | Fireball Knuckle | Heel Drop,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Offense > Keep,Keep > Keep | Offense > Offense
618,Norito Semimaru,Sol Stiss,蝉丸,男 (Male),イナズマイレブン,選手 (Player),FW,MF,山 (Mountain),Bond,Dust Kick | Gaia Break | Three-Legged Rush,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
619,Shigeto Mikita,Des Ainer,幹田,男 (Male),イナズマイレブン,選手 (Player),MF,DF,火 (Fire),Rough Play,Rolling Steal | Lightning Bolt | Racing Flame,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Defense > Offense,Offense > Offense | Defense > Defense
620,Sadahito Saguruda,Homer Sockshell,たんてい,男 (Male),イナズマイレブン,選手 (Player),FW,MF,火 (Fire),Tension,Chip Shot | Double Touch | Double Grenade,111.0,108.0,98.0,87.0,85.0,80.0,96.0,665,Shoot > Offense,Shoot > Shoot | Offense > Offense
621,Daisuke Aiko,Harley Trotter,愛甲,男 (Male),イナズマイレブン,選手 (Player),FW,MF,火 (Fire),Counter,Low Drive | Double Touch | Dragon Tornado,111.0,108.0,98.0,87.0,85.0,80.0,96.0,665,Shoot > Offense,Shoot > Shoot | Offense > Offense
622,Sho Jimichi,Mark Skidfree,地道,男 (Male),イナズマイレブン,選手 (Player),MF,DF,火 (Fire),Tension,Curving Cut | Meteor Shower | Zigzag Flame,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Defense > Offense,Offense > Offense | Defense > Defense
623,Reiji Tobita,Del Iverryboy,ひきゃく,男 (Male),イナズマイレブン,選手 (Player),GK,DF,風 (Wind),Bond,Mighty Save | Frozen Steal | Safety First,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Keep > Defense,Keep > Keep | Defense > Defense
624,Rei Osoreyama,Scean Spector,恐山 (Mountain),男 (Male),イナズマイレブン,選手 (Player),DF,MF,風 (Wind),Bond,Nutmeg | Blade Attack | Aikido,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Offense > Defense,Defense > Defense | Offense > Offense
625,Eiya Aku,Nick Knack,阿久,男 (Male),イナズマイレブン,選手 (Player),MF,DF,火 (Fire),Tension,Shoulder Tackle | Meteor Shower | Zigzag Flame,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Defense > Offense,Offense > Offense | Defense > Defense
626,Masatake Karamatsu,Dusty Rellicks,唐松,男 (Male),イナズマイレブン,選手 (Player),MF,DF,山 (Mountain),Breach,Feint Play | Bewildered | Stone Prison,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Defense > Offense,Offense > Offense | Defense > Defense
627,Yugo Tottori,Sandy Insolls,鳥取,男 (Male),イナズマイレブン,選手 (Player),MF,DF,火 (Fire),Bond,Feint Play | Double Touch | Zigzag Flame,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Defense > Offense,Offense > Offense | Defense > Defense
628,Mukuto Yakuhara,Gregory Bones,椋人,男 (Male),イナズマイレブン,選手 (Player),MF,FW,林 (Forest),Counter,Bounce Shot | Deceptor Dribble | Security Shot,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Shoot > Offense,Offense > Offense | Shoot > Shoot
629,Kizami Negino,Loughrey Mose,葱野,男 (Male),イナズマイレブン,選手 (Player),FW,MF,風 (Wind),Bond,Low Drive | Aurora Dribble | Space Penguin,111.0,108.0,98.0,87.0,85.0,80.0,96.0,665,Shoot > Offense,Shoot > Shoot | Offense > Offense
630,Shizuya Yowakida,Willow Withers,静也,男 (Male),イナズマイレブン,選手 (Player),MF,DF,林 (Forest),Rough Play,Feint Play | Illusory Ball | Shadow Stitch,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Defense > Offense,Offense > Offense | Defense > Defense
631,Toru Ogiya,Winn deBreeze,扇谷,男 (Male),イナズマイレブン,選手 (Player),DF,MF,風 (Wind),Breach,Dust Kick | Blade Attack | Aikido,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Offense > Defense,Defense > Defense | Offense > Offense
632,Takao Tajikara,Buster Clout,手力,男 (Male),イナズマイレブン,選手 (Player),DF,FW,火 (Fire),Justice,Rolling Steal | Grenade Shot | Volcano Cut,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Shoot,Defense > Defense | Shoot > Shoot
633,Fumio Kaiho,Errol Lorre,回法,男 (Male),イナズマイレブン,選手 (Player),FW,MF,林 (Forest),Rough Play,Crosscut Feint | Wrath Shot | Clone Faker,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
634,Momotaro Kibino,Fred Ferrell,桃太郎,男 (Male),イナズマイレブン,選手 (Player),MF,FW,山 (Mountain),Bond,Curve Shot | Bewildered | Tiger Drive,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Shoot > Offense,Offense > Offense | Shoot > Shoot
635,Gen Kazama,Rod Headstock,風 (Wind)間,男 (Male),イナズマイレブン,選手 (Player),GK,DF,火 (Fire),Breach,Mighty Save | Photon Crash | Rocket Kobushi,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Keep > Defense,Keep > Keep | Defense > Defense
636,Shin Tokito,Tim Piece,時任,男 (Male),イナズマイレブン,選手 (Player),FW,MF,風 (Wind),Counter,Deceptive Step | Spiral Shot | Aikido,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
637,Seiya Tezaki,Patrick Edie,手崎,男 (Male),イナズマイレブン,選手 (Player),DF,MF,林 (Forest),Tension,Shoulder Tackle | Illusory Ball | Clone Defence,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Offense,Defense > Defense | Offense > Offense
638,Yuto Ejima,Art Teest,絵嶋,男 (Male),イナズマイレブン,選手 (Player),MF,DF,風 (Wind),Bond,Crosscut Feint | Land of Ice | Heaven's Time,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Defense,Offense > Offense | Defense > Defense
639,Kiichi Monju,Bill Mumm,文殊,男 (Male),イナズマイレブン,選手 (Player),FW,MF,林 (Forest),Breach,Feint Dash | Astro Break | Ultra Moon,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
640,Kunihiro Uetsuki,Luke O'Cyte,にんじん,男 (Male),イナズマイレブン,選手 (Player),FW,GK,火 (Fire),Tension,Curve Shot | Power Shield | Gunshot,111.0,108.0,98.0,87.0,85.0,80.0,96.0,665,Shoot > Keep,Shoot > Shoot | Keep > Keep
641,Susumu Inpo,Ernest Byer,院法,男 (Male),イナズマイレブン,選手 (Player),FW,MF,火 (Fire),Breach,Crosscut Feint | Grenade Shot | Heel Drop,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
642,Reiho Oura,Isaac Goss,レポ,男 (Male),イナズマイレブン,選手 (Player),MF,DF,山 (Mountain),Justice,Crosscut Feint | Gravitation | Mole Fake,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Defense,Offense > Offense | Defense > Defense
643,Mingo Fura,Walter Poseur,フラミンゴ,男 (Male),イナズマイレブン,選手 (Player),DF,MF,風 (Wind),Rough Play,Cunning Pull | Whirlwind Twister | The Tower,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Offense,Defense > Defense | Offense > Offense
644,Eiki Bato,Andy Roff,馬頭,男 (Male),イナズマイレブン,選手 (Player),DF,MF,山 (Mountain),Tension,Cunning Pull | Bewildered | No Escape,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Offense,Defense > Defense | Offense > Offense
645,Hinata Yayoi,Ashley Dale,弥生,男 (Male),イナズマイレブン,選手 (Player),FW,MF,林 (Forest),Counter,Heel Flick | Astro Break | Matador Feint,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
646,Mihei Saga,Rich Cave,佐賀,男 (Male),イナズマイレブン,選手 (Player),GK,MF,火 (Fire),Bond,Power Catch | Double Touch | Blazing Knuckle,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Keep > Offense,Keep > Keep | Offense > Offense
647,Somegoro Maitani,Taka Tanaka,舞谷,男 (Male),イナズマイレブン,選手 (Player),MF,FW,風 (Wind),Counter,Low Drive | Aurora Dribble | Thunder Beast,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Shoot > Offense,Offense > Offense | Shoot > Shoot
648,Yoshiyuki Tenzan,Manny Carbs,天山 (Mountain),男 (Male),イナズマイレブン,選手 (Player),DF,MF,山 (Mountain),Breach,Cunning Pull | Monkey Turn | Stone Prison,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Offense,Defense > Defense | Offense > Offense
649,Hiroshi Geizan,Al Reddie,くじら,男 (Male),イナズマイレブン,選手 (Player),MF,DF,林 (Forest),Breach,Shoulder Tackle | Deceptor Dribble | Spider Web,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Defense > Offense,Offense > Offense | Defense > Defense
650,Takuji Isuna,Rush Tooset,井砂,男 (Male),イナズマイレブン,選手 (Player),MF,DF,林 (Forest),Breach,Rolling Steal | Deceptor Dribble | Harvest,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Defense > Offense,Offense > Offense | Defense > Defense
651,Nemu Yamori,Rod Opsin,夜森,男 (Male),イナズマイレブン,選手 (Player),FW,MF,山 (Mountain),Tension,Feint Dash | Tarzan Kick | Mole Fake,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
652,Kusaya Horen,Peyton Pope,法蓮,男 (Male),イナズマイレブン,選手 (Player),GK,MF,火 (Fire),Counter,Crosscut Feint | Power Shield | Foul Offence 3,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Offense > Keep,Keep > Keep | Offense > Offense
653,Takahiko Kuji,Drew Straws,クジ,男 (Male),イナズマイレブン,選手 (Player),FW,DF,林 (Forest),Breach,Feint Play | Astro Break | Spider Web,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Defense > Shoot,Shoot > Shoot | Defense > Defense
654,Kanta Toikawa,Trey Dalbum,樋川,男 (Male),イナズマイレブン,選手 (Player),FW,DF,林 (Forest),Bond,Rolling Steal | Wrath Shot | Shadow Stitch,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Defense > Shoot,Shoot > Shoot | Defense > Defense
655,Akira Miroku,Harly Profett,弥勒,男 (Male),イナズマイレブン,選手 (Player),MF,DF,林 (Forest),Breach,Cunning Pull | Deceptor Dribble | Spider Web,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Defense > Offense,Offense > Offense | Defense > Defense
656,Kanji Inba,Hank O'Buff,インカン,男 (Male),イナズマイレブン,選手 (Player),GK,MF,風 (Wind),Tension,Power Catch | Water Veil | Galatyn,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Keep > Offense,Keep > Keep | Offense > Offense
657,Kiichi Hiyama,Ash Cloud,火 (Fire)山 (Mountain),男 (Male),イナズマイレブン,選手 (Player),FW,DF,山 (Mountain),Breach,Rolling Steal | Gaia Break | Iron Wall,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Defense > Shoot,Shoot > Shoot | Defense > Defense
658,Shosuke Daifuku,Stan Dupp,大福,男 (Male),イナズマイレブン,選手 (Player),FW,MF,林 (Forest),Rough Play,Feint Dash | Wrath Shot | Clone Faker,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
659,Tetsuhiro Hotohara,Max Bright,蛍原,男 (Male),イナズマイレブン,選手 (Player),MF,DF,風 (Wind),Counter,Feint Dash | Coil Turn | Heaven's Time,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Defense,Offense > Offense | Defense > Defense
660,Chiaki Kagero,Bill Phee,陽炎,男 (Male),イナズマイレブン,選手 (Player),GK,MF,林 (Forest),Breach,Power Catch | Illusory Ball | Majin the Hand,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Keep > Offense,Keep > Keep | Offense > Offense
661,Miho Sonoda,Lee Figreene,さんぽ,男 (Male),イナズマイレブン,選手 (Player),FW,MF,林 (Forest),Counter,Low Drive | Afterimage | Security Shot,111.0,108.0,98.0,87.0,85.0,80.0,96.0,665,Shoot > Offense,Shoot > Shoot | Offense > Offense
662,Teru Shiraishi,Den Taligene,白石,男 (Male),イナズマイレブン,選手 (Player),MF,DF,火 (Fire),Justice,Shoulder Tackle | Double Touch | Volcano Cut,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Defense > Offense,Offense > Offense | Defense > Defense
663,Godai Takota,Adam Hesive,蛸田,男 (Male),イナズマイレブン,選手 (Player),DF,GK,火 (Fire),Tension,Cunning Pull | Drill Smasher | Shooting Star,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Keep,Defense > Defense | Keep > Keep
664,Seigo Nara,Mel Lowe,奈良,男 (Male),イナズマイレブン,選手 (Player),DF,MF,山 (Mountain),Tension,Shoulder Tackle | Monkey Turn | Iron Wall,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Offense,Defense > Defense | Offense > Offense
665,Muga Urashima,Rip Winkle,浦島,男 (Male),イナズマイレブン,選手 (Player),MF,DF,林 (Forest),Counter,Shoulder Tackle | Deceptor Dribble | Clone Defence,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Defense > Offense,Offense > Offense | Defense > Defense
666,Shota Nanno,Ben deLimms,軟野,男 (Male),イナズマイレブン,選手 (Player),GK,DF,林 (Forest),Justice,Cunning Pull | Wormhole | Spider Web,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Defense > Keep,Keep > Keep | Defense > Defense
667,Kosei Taiko,Pauly Ontology,弘晴,男 (Male),イナズマイレブン,選手 (Player),FW,MF,山 (Mountain),Breach,Power Shot | Kangaroo Kick | Tiger Drive,111.0,108.0,98.0,87.0,85.0,80.0,96.0,665,Shoot > Offense,Shoot > Shoot | Offense > Offense
668,Akira Yuasa,Walter Mendip,湯浅,男 (Male),イナズマイレブン,選手 (Player),FW,MF,風 (Wind),Tension,Crosscut Feint | Cross Drive | Dash Storm,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
669,Yuki Gifu,Bud Hunter,岐阜,男 (Male),イナズマイレブン,選手 (Player),GK,DF,林 (Forest),Breach,Mighty Save | Ghost Pull | Shot Pocket,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Keep > Defense,Keep > Keep | Defense > Defense
670,Shinya Ogura,Sonny Rentman,小椋,男 (Male),イナズマイレブン,選手 (Player),FW,MF,山 (Mountain),Breach,Nutmeg | Gaia Break | Mole Fake,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
671,Suiboku Sesshu,Cam Vass,雪舟,男 (Male),イナズマイレブン,選手 (Player),GK,DF,火 (Fire),Rough Play,Mighty Save | Flame Dance | God Hand X,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Keep > Defense,Keep > Keep | Defense > Defense
672,Imoko Ono,Shay Chez,妹古,男 (Male),イナズマイレブン,選手 (Player),MF,DF,山 (Mountain),Justice,Rolling Steal | Monkey Turn | Circus Block,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Defense > Offense,Offense > Offense | Defense > Defense
673,Mochihiko Shirana,Cory Andish,白菜,男 (Male),イナズマイレブン,選手 (Player),FW,DF,林 (Forest),Tension,Bounce Shot | Sigma Zone | Mirage Shot,111.0,108.0,98.0,87.0,85.0,80.0,96.0,665,Shoot > Defense,Shoot > Shoot | Defense > Defense
674,Sosuke Kabe,Glen Adeer,加部,男 (Male),イナズマイレブン,選手 (Player),FW,MF,風 (Wind),Breach,Nutmeg | Spiral Shot | Heaven's Time,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
675,Norihisa Kanjiya,Norry Sheets,貫地谷,男 (Male),イナズマイレブン,選手 (Player),GK,MF,火 (Fire),Rough Play,Power Catch | Meteor Shower | Blazing Knuckle,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Keep > Offense,Keep > Keep | Offense > Offense
676,Minoru Adashino,Lou Paster,化野,男 (Male),イナズマイレブン,選手 (Player),FW,MF,風 (Wind),Breach,Heel Flick | Spinning Shot | Aikido,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
677,Ryukichi Kume,Aran Cheeks,久米,男 (Male),イナズマイレブン,選手 (Player),GK,MF,風 (Wind),Counter,Crosscut Feint | Procyon Net | Heaven's Time,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Offense > Keep,Keep > Keep | Offense > Offense
678,Kei Tokushima,Abe Seiler,徳島,男 (Male),イナズマイレブン,選手 (Player),MF,DF,山 (Mountain),Tension,Feint Play | Super Armadillo | Gravestone,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Defense > Offense,Offense > Offense | Defense > Defense
679,Mochiharu Mutsuyama,Al Urgy,陸山 (Mountain),男 (Male),イナズマイレブン,選手 (Player),DF,MF,山 (Mountain),Breach,Rolling Steal | Super Armadillo | No Escape,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Offense,Defense > Defense | Offense > Offense
680,Katsuki Chibe,Conn Pass,地辺,男 (Male),イナズマイレブン,選手 (Player),MF,DF,風 (Wind),Rough Play,Curving Cut | Aurora Dribble | Hurricane Arrows,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Defense > Offense,Offense > Offense | Defense > Defense
681,Haruhiko Narutaki,Heath Cover,鳴滝,男 (Male),イナズマイレブン,選手 (Player),DF,FW,風 (Wind),Justice,Low Drive | Blade Attack | Eternal Blizzard,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Shoot > Defense,Defense > Defense | Shoot > Shoot
682,Yo Yamaoka,Mack Ramey,山 (Mountain)岡,男 (Male),イナズマイレブン,選手 (Player),DF,MF,山 (Mountain),Counter,Nutmeg | Sumo Stomp | Three-Legged Rush,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Offense > Defense,Defense > Defense | Offense > Offense
683,Ryo Miyasaka,Miles Ryan,宮坂,男 (Male),イナズマイレブン,選手 (Player),DF,MF,風 (Wind),Tension,Feint Play | Flurry Dash | Double Cyclone,87.0,90.0,92.0,99.0,103.0,89.0,112.0,672,Defense > Offense,Defense > Defense | Offense > Offense
684,Akira Uryu,Ike Banner,瓜生,男 (Male),イナズマイレブン,選手 (Player),GK,DF,林 (Forest),Counter,Cunning Pull | Wormhole | Harvest,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Defense > Keep,Keep > Keep | Defense > Defense
685,Yasuharu Ehime,Frank Meyer,愛媛,男 (Male),イナズマイレブン,選手 (Player),MF,DF,火 (Fire),Bond,Curving Cut | Double Touch | Rolling Slide,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Defense > Offense,Offense > Offense | Defense > Defense
